termKey,canonical,aliases,tier,df,domains,topN出处,sampleEvidence,decision,note
优先审查,优先审查,国家局,seed,1,1,examination-guideline:05-07-08；examination-guideline:05-07-08-02,可以优先审查，并在随后的审查过程中予以优先处理,,
快速审查,快速审查,保护中心预审,seed,1,1,examination-guideline:05-07-08；examination-guideline:05-07-08-03,符合快速审查相关规定的，可以快速审查,,
延迟审查,延迟审查,,seed,4,2,examination-guideline:05-07-08；examination-guideline:05-07-08-04；examination-guideline:05-09-02；implementation-rules:rule-03-15；implementation-rules:rule-05-03,申请人可以对专利申请提出延迟审查请求,,
专利公报,专利公报,,seed,7,3,examination-guideline:05-08；examination-guideline:05-08-01-01；examination-guideline:05-11-05；implementation-rules:rule-02-25；implementation-rules:rule-09-02,专利局编辑出版的专利公报有发明专利公报、实用新型专利公报和外观设计专利公报。,,
专利单行本,专利单行本,,seed,1,2,examination-guideline:05-08-02；implementation-rules:rule-03-23,专利单行本中出现的错误,,
专利权授予,专利权授予,,seed,0,1,examination-guideline:05-09-01,,,
专利证书,专利证书,,seed,3,2,examination-guideline:05-09-01；examination-guideline:05-09-01-02；implementation-rules:rule-03-19；implementation-rules:rule-08-07,专利证书应当记载与专利权有关的重要著录事项,,
专利登记簿,专利登记簿,,seed,5,2,examination-guideline:05-04-05；examination-guideline:05-09-01；examination-guideline:05-09-01-03；examination-guideline:05-11-05；implementation-rules:rule-09-01,专利登记簿，专利权评价报告,,
专利权期限补偿,专利权期限补偿,PTA；专利权期限的补偿,seed,8,3,examination-guideline:05-08-01-02；examination-guideline:05-08-01-03；examination-guideline:05-09-02；implementation-rules:rule-05-01；implementation-rules:rule-05-02,就发明专利在授权过程中的不合理延迟给予专利权期限补偿,,
新药专利期限补偿,新药专利期限补偿,PTE；新药相关发明专利权期限补偿；期限补偿；药品专利权期限补偿,seed,6,3,examination-guideline:05-08-01-03；examination-guideline:05-09-03；implementation-rules:rule-05-05；implementation-rules:rule-05-06；implementation-rules:rule-05-08,请求给予新药相关发明专利权期限补偿的，应当符合下列要求,,
专利权终止,专利权终止,期限届满前终止,seed,5,3,examination-guideline:05-02-04；examination-guideline:05-07-05；examination-guideline:05-09-04；implementation-rules:rule-10-06；implementation-rules:rule-13-01,当事人可以对在专利权终止或者宣告专利权全部无效的决定公告后,,
专利权评价报告,专利权评价报告,,seed,9,3,examination-guideline:05-04-03；examination-guideline:05-10；examination-guideline:05-10-01；examination-guideline:05-10-05；examination-guideline:05-11-03,专利权评价报告,,
专利开放许可,专利开放许可,,seed,0,1,examination-guideline:05-11,,,
进入国家阶段国际申请,进入国家阶段国际申请,,seed,0,1,examination-guideline:03,,,
pct第19/34条修改,PCT 第 19/34 条修改,专利合作条约第19条的修改；专利合作条约第34条的修改,seed,1,1,examination-guideline:03-01-04,按照专利合作条约第19条作出修改的权利要求书,,
改正译文错误,改正译文错误,,seed,0,1,examination-guideline:03-01-05-08；examination-guideline:03-02-05-07,,,
国际单位错误改正,国际单位错误改正,国际单位错误,seed,1,1,examination-guideline:03-01-05-12,要求改正国际单位错误,,
海牙协定外观设计国际申请,海牙协定外观设计国际申请,外观设计国际注册申请；外观设计国际申请,seed,11,2,examination-guideline:04-03-07；examination-guideline:06；examination-guideline:06-01-01；examination-guideline:06-01-04；examination-guideline:06-02-01,通过专利局提交外观设计国际注册申请、缴纳费用,,
外观设计国际申请审查,外观设计国际申请审查,,seed,0,1,examination-guideline:06-02,,,
给予保护决定,给予保护决定,驳回通知；给予保护的决定,seed,3,2,examination-guideline:06-02-01；examination-guideline:06-02-03；implementation-rules:rule-12-08,驳回通知应当包含驳回所依据的全部理由以及相应的法律条款,,
立法目的,立法目的,宗旨,seed,0,1,patent-law:law-01-01,,,
发明创造定义,发明创造定义,实用新型；外观设计,seed,4,3,patent-law:law-01-02；examination-guideline:01-02-06；examination-guideline:01-03-07；implementation-rules:rule-03-02,是指对产品的形状、构造或者其结合所提出的适于实用的新的技术方案,,
职务发明,职务发明,职务发明创造,seed,5,3,patent-law:law-01-06；patent-law:law-01-15；examination-guideline:01-01-04-01；implementation-rules:rule-01-13；implementation-rules:rule-08-08,职务发明，申请专利的权利属于单位,,
共有专利,共有专利,共有专利权,seed,3,2,patent-law:law-01-14；examination-guideline:04-03-03；examination-guideline:05-11-03；examination-guideline:05-11-04,共有专利权的所有专利权人,,
保密审查,保密审查,,seed,9,3,patent-law:law-01-19；patent-law:law-07-15；examination-guideline:01-01-07；examination-guideline:01-02-14；examination-guideline:02-08-04-07,应当事先报经专利局进行保密审查,,
诚实信用原则,诚实信用原则,弄虚作假,seed,9,4,patent-law:law-01-20；implementation-rules:rule-01-11；implementation-rules:rule-08-06；trademark-exam-guide-2021:tmeg-07-01；trademark-exam-guide-2021:tmeg-07-01-01,对于违反诚实信用原则的相关手续，例如提供虚假证明材料的,,
外观设计授权条件,外观设计授权条件,,seed,0,1,patent-law:law-02-02,,,
申请文件,申请文件,专利申请文件,seed,2,3,patent-law:law-03-01；patent-law:law-03-02；examination-guideline:05-01-01；implementation-rules:rule-04-02,简要说明等文件，称为专利申请文件,,
申请日,申请日,,seed,10,3,patent-law:law-02-01；patent-law:law-02-02；patent-law:law-03-03；examination-guideline:02-08-04-01；examination-guideline:05-03-01,未包含的，应当重新确定申请日，以后补交文件的日期为申请日,,
早期公开,早期公开,,seed,1,1,patent-law:law-04-01,自申请日起满十八个月，即行公布,,
实质审查,实质审查,,seed,13,4,patent-law:law-04-02；patent-law:law-04-03；patent-law:law-04-04；patent-law:law-04-05；patent-law:law-04-06,本章所说的实质审查，是指中国发明专利申请的实质审查,,
复审,复审,复审程序,seed,9,4,patent-law:law-04-08；implementation-rules:rule-03-01；implementation-rules:rule-04-01；implementation-rules:rule-04-04；implementation-rules:rule-08-11,初步审查、实质审查、复审和无效宣告程序中,,
专利权期限,专利权期限,专利权的期限,seed,2,2,patent-law:law-05-01；examination-guideline:05-07-06,专利权期限,,
无效宣告,无效宣告,宣告专利权无效,seed,9,3,patent-law:law-05-04；patent-law:law-05-05；patent-law:law-05-06；examination-guideline:04-03-05；examination-guideline:05-04-04,专利申请文档是对专利审批、复审、无效宣告等法律程序,,
开放许可,开放许可,,seed,8,3,patent-law:law-06-03；patent-law:law-06-04；patent-law:law-06-05；examination-guideline:05-08-01-02；examination-guideline:05-11-01,专利实施的开放许可,,
强制许可,强制许可,,seed,14,3,patent-law:law-06-06；patent-law:law-06-07；patent-law:law-06-08；patent-law:law-06-09；patent-law:law-06-10,专利实施的强制许可,,
保护范围解释,保护范围解释,,seed,0,1,patent-law:law-07-01,,,
方法专利举证倒置,方法专利举证倒置,,seed,0,1,patent-law:law-07-03,,,
假冒专利,假冒专利,假冒专利行为,seed,3,2,patent-law:law-07-05；patent-law:law-07-06；implementation-rules:rule-08-07,下列行为属于专利法第六十八条规定的假冒专利的行为,,
惩罚性赔偿,惩罚性赔偿,,seed,1,1,patent-law:law-07-08,对故意侵犯专利权，情节严重的，可以在按照上述方法确定数额的一倍以上五倍以下,,
行为保全,行为保全,财产保全,seed,3,2,patent-law:law-07-09；examination-guideline:02-08-07；examination-guideline:05-07-07,或因财产保全而中止,,
证据保全,证据保全,,seed,0,1,patent-law:law-07-10,,,
诉讼时效,诉讼时效,,seed,1,1,patent-law:law-07-11,侵犯专利权的诉讼时效为三年,,
专利权用尽,专利权用尽,,seed,0,1,patent-law:law-07-12,,,
先用权,先用权,先用权抗辩,seed,2,2,patent-law:law-07-12；infringement-guide:infr-06-04,在专利申请日前已经制造相同产品、使用相同方法或者已经作好制造、使用的必要准备,,
bolar例外,Bolar 例外,,seed,1,2,patent-law:law-07-12；infringement-guide:infr-06-04,为提供行政审批所需要的信息，制造、使用、进口专利药品或者专利医疗器械的,,
药品专利链接,药品专利链接,药品专利链接制度,seed,1,1,patent-law:law-07-13,药品上市审评审批过程中，药品上市许可申请人与有关专利权人或者利害关系人,,
合法来源抗辩,合法来源抗辩,合法来源,seed,2,2,patent-law:law-07-14；infringement-guide:infr-06-06,能证明该产品合法来源的，不承担赔偿责任,,
电子形式,电子形式,数据电文,seed,2,2,implementation-rules:rule-01-02；implementation-rules:rule-01-04；examination-guideline:05-01-02,申请人以电子形式提出专利申请并被受理的,,
中文与外文译文,中文与外文译文,,seed,0,1,implementation-rules:rule-01-03,,,
递交日,递交日,送达日；邮寄；电子；直接；公告,seed,7,3,implementation-rules:rule-01-04；implementation-rules:rule-03-04；examination-guideline:05-03-01；examination-guideline:05-03-03；examination-guideline:05-06-02,确定申请日和递交日的效力,,
期限计算,期限计算,开始日；届满日；休假日顺延,seed,0,1,implementation-rules:rule-01-05,,,
权利恢复,权利恢复,延长期限；不可抗拒；正当理由；恢复权利；恢复权利的请求,seed,13,4,implementation-rules:rule-01-06；implementation-rules:rule-02-20；implementation-rules:rule-11-11；examination-guideline:01-01-03；examination-guideline:01-02-03,因正当理由难以在指定的期限内作出答复的，可以提出延长期限请求,,
国防专利,国防专利,保密专利；保密专利申请处理；国防专利权,seed,4,2,implementation-rules:rule-01-07；implementation-rules:rule-03-20；implementation-rules:rule-09-01；examination-guideline:05-05-04；examination-guideline:05-05-05,同时在专利公报上公告国防专利的专利号、申请日和授权公告日,,
向外国申请前的保密审查,向外国申请前的保密审查,,seed,0,1,implementation-rules:rule-01-08；implementation-rules:rule-01-09,,,
申请日与优先权日的区别,申请日与优先权日的区别,,seed,0,1,implementation-rules:rule-01-12,,,
职务发明创造的范围,职务发明创造的范围,本单位；物质技术条件,seed,2,2,implementation-rules:rule-01-13；patent-law:law-01-06,本单位的物质技术条件，是指本单位的资金、设备、零部件、原材料,,
发明人,发明人,设计人的认定,seed,4,4,implementation-rules:rule-01-14；chemistry-drafting-rules:chem-01-05-05；examination-guideline:01-01-04-01；patent-law:law-01-06,发明人是指对发明创造的实质性特点作出创造性贡献的人,,
专利权转移,专利权转移,许可合同备案；出质登记,seed,2,2,implementation-rules:rule-01-15；examination-guideline:05-10-01,办理转让、出质登记和专利实施许可合同备案,,
委托代理与可自行办理事务,委托代理与可自行办理事务,,seed,0,1,implementation-rules:rule-02-01；implementation-rules:rule-02-02,,,
